区域,北京,餐饮类型,烧烤烤串,店铺id,4147527,店铺名称,金滏山自助烤肉（大成路店）,经度,116.255102,纬度,39.889762
nCn263134107,5.0,家门口的餐厅，这是疫情之后第一次来他家吃饭，进门量体温，登记，备有消毒液，还是不错的，今没吃他家的烤串，四个人要了一份烤鱼套餐（总够两个人吃的），味道不错，因为他家小龙虾第二份半价，所以要了两份，味道也很好吃。下次再来。
Mar979038082,4.0,口味不错，环境气氛也挺好
WwA437140195,5.0,特别好，味道好极了
1981_zll,5.0,很好 挺满意
萌啊靓,5.0,好吃😋
FQZ200069516,5.0,好
zjk9527,5.0,位置很好，适合同事朋友聚餐过去，很不错
zjk9527,5.0,口味很好，特别好吃，强烈推荐过去品尝
shidaican,5.0,菜品价位性价比高，量大味道不错。
匿名用户,1.0,"【口味】
【环境】
【服务】
【等位】不咋地"
澜澜827,3.0,量很多，味道也还行，就是有点腻，油有点大。
匿名用户,2.0,烤鱼太油腻了，约吃约吃不下去。其他挺好的
匿名用户,2.0,真的不好吃，要不是朋友不想走远，没办法，也不会来吃的，
hES87735237,2.0,烤鱼都糊了，菜也没有弄开，搞的一团，不过又重新给加了汤，但感觉口味没那么好了
博博爱霞,2.0,鱼味道没入味，不是很好吃，烤翅好吃
匿名用户,4.0,感觉更像是东北人的烧烤，口味会偏重一些，所有不能吃重口味的可以跟商家说少放一点盐噶。环境一般，窗户都是封死得，所以如果当天饮食抽烟人较多是会感觉比较呛🉐️，介意者请注意哦！夏天到了开着门，坐在门口位置的桌还是感觉比较不错的！每次用餐时间人都很多，但是上菜速度还是很快的！还会经常光顾🉐️
EdL642461691,4.0,还行这个地方，味道是真的不错  有机会回来吃 #巫山烤鱼#
eXi521853063,4.0,地方话很好找，凉菜的味道很好吃，烤鱼也很香，以后再吃烤鱼就来这家了。
孟紫萱351,4.0,味道一般
hajek0337,4.0,还可以
、5410,2.0,服务员服务态度差太差太差太差太差太差太差
我为卿狂2005,3.0,不错不错不错不错不错不错你从哪才能吃
xqj4723249,5.0,有点贵吧，但烧烤确实好吃，超级好吃！
UsN248094339,5.0,老顾客，烤串味道非常好，肉很新鲜，推荐推荐！！！
一个小大魔王,4.0,鱼味道不错，但是大冬天去吃的屋里给我冻的，我问这个暖气怎么是冰的呀，服务员看我一眼说，啊，是冰的。就走了……
匿名用户,2.0,太咸，微辣也很辣，点的想吃的最后都没上，说是没点上，20多块打车来的，有点小失望，重点串都不热，空间还冷，哎
馥郁生活,3.0,一般的串店  离家近  味道一般 比较大众
Znw369143152,3.0,烤鱼还不错哦，和朋友去的，两个人吃足够，这么冷的天不出门，这家店子离家十分钟，对于宅女的我们来说就是聚会的首选
x师付,3.0,味道一般，莱品不是很多，肉串小，性价比不高。
riyue888,5.0,我家附近的 一只来吃 环境也还可以的 服务变好了
我的菜地你养猪,5.0,跟小姐姐没事儿就来吃一顿 环境氛围都很好 烤的也很好吃 推荐烤蚕蛹 撸串喝酒 贼舒服
SXL90325,2.0,味道一般，服务欠缺，环境一般般。
小丫yc,3.0,剧爱烤面包，烤馍片，很好吃，就是有些肉不是很好吃
VcB364465054,1.0,又贵又难吃。
ssx711001977,1.0,说好的活动没有一个小时，结果说东西没有了，就给个理由说结束了，没有减免，没有抱歉的态度，东西的调料太多，味道过重
aa20070421,4.0,每周必去，儿子喜欢他家的牛肉饭，我和老公喜欢吃他家的烤串
冰凉的苦咖啡,5.0,经常去，味道不错
NSa669423735,3.0,菜肉不是想象中的实惠东西少，人少的话真的不要去，不值
Michelle熙熙,3.0,一般
hiB617045732,4.0,只有烤烧饼超硬，像石头，其他都不错，麻辣小龙虾比麻辣诱惑的还好吃
uxQ802067581,5.0,很好吃的东西还会去的
ABA251289720,3.0,东西贵，除了羊肉串好吃点其他都不好吃，鸡翅放了特别多的花椒，味道还不好～不过位置环境还可以，上菜快。
HO哈哈哈1,1.0,太热了，菜品一般吧。
Nie699082148,1.0,会员比平台贵
KSW715812340,5.0,不错
寧靜致遠502,4.0,服务再快点就好了
pvS158453297,2.0,海鲜超级不新鲜
SZx994155233,3.0,煮花生不新鲜，别的还可以
uKH506100864,1.0,服务烂 点错单子都没个道歉 无缘无故差一百多块钱服务员连个说法都没有！！！！！！！！！太差了
抹掉棱角,2.0,还行，贵了点不太合适了。下次估计不会去了。
棹水如歌,2.0,面难吃
wuc262123779,1.0,老算错账 多收钱 可耻 恶心
fbg222359819,1.0,什么他妈玩意儿，菜炒的不熟，鱼豆腐上还有头发，操
大胖茄2012,4.0,不是很新鲜。
A.B.C.D619,4.0,太咸了
暖风743,2.0,口味太一般，还贵！主要是离住的地方近。
Tby463008616,1.0,贵，不好吃，服务质量一般，环境一般
KqP726634291,4.0,口味很喜欢，每周必去
KqP726634291,4.0,总是忘记评价
oVc694316484,3.0,味道还可以，就是有些贵，4个人花了400多 #土豆片#
DgK518956732,5.0,太辣了
btvwangce,2.0,打包装袋都不放平整了，东西都容易洒了
nYO165763789,4.0,总体还好，串有点小，哈哈哈
vbg772502438,1.0,一般
ggZ698223211,2.0,点的龙虾小份最后吃完才知道给我点的大份根本吃不完
王大明332,3.0,抽烟的太多了，建议隔出无烟区
wok302324581,5.0,非常好的一家餐厅 盖饭上菜超级快 烤鱼 烤串都挺好吃的  这里的老板和服务生都很热情 每天都过来吃饭 在单位附近也很方便
Qaa644816817,5.0,妹妹服务不温柔
dQS747668801,3.0,串不错，服务一般，点菜大姐好不耐烦的样子，点菜时全程板着个脸
wTc499220145,2.0,羊蹄巨难吃，肉串一般般
dxn598211596,3.0,吸烟者太多
WfL683496619,5.0,超级好吃
wlJ994056508,1.0,今天点的牛蛙 不新鲜 太难吃了   还有就是太吵了 人太多了
RgQ911248623,1.0,菜很不好吃，颜色都是黑的，砂锅方便面就是煮方便面加了个煎鸡蛋和几片油菜，还是直接用的方便面调料
zJB935365327,3.0,还不错。常来的，交通便利，很好找。 #烤腰子# #健康菜# #五花肉卷金针菇# #烤金针菇#
Wenjing0815,1.0,不给饮料
歃血米罗,3.0,环境还行。人少卫生清理打扫不及时！给人的印象不是很好。串的味道总的来说还可以
AKP844510921,1.0,以前的菜没有了，差评
SKp626868905,1.0,服务员态度不好
曹大中,1.0,一般
ToN317661569,3.0,服务不周到
Angela薛成,3.0,茄子不好吃
SIm431986850,5.0,好吃
haotianweilai,4.0,总体不错
pee837436774,1.0,对这次的用餐非常不满意，我们点餐时反复强调不要辣的，结果还是放辣椒了，孩子根本吃不了，点了羊肉串和羊脆骨，根本没有羊肉的味道，很难吃，服务人员也不负责任，互相推卸责任，结账时连问都不问，总之是一次很坏的就餐，大家以后都不要上这家吃饭了，太差了，服务很差，吃的东西也很难吃!
ROt800832379,5.0,不好吃，鱼都糊了。毛肚跟吃白肉似的。
文艺小青年亮,1.0,菜里有虫子，鸡翅特别苦
CVs983733246,1.0,服务态度不好。信用卡的优惠券用不了，不帮退推卸责任。
yAl293991386,5.0,撸串喝酒，朋友聚餐圣地，推荐
李小梦吖,1.0,玉米里有虫子 肉也不好吃 感觉不新鲜  分量少，一次不愉快的用餐
高梓茜,5.0,味道好、环境幽雅，价格公道，值得去
VBF581052156,5.0,服务好
yES522663467,1.0,菜品里面有污渍
Nyj808139472,3.0,还行
lQH34146532,3.0,味道不错赞！感觉还可以。为什么非要15个字呢
lGC648176891,2.0,餐具有些脏
ATA179394218,2.0,吃饭还可以，就是收银的不好，你不问她也不说美团有优惠。
LpO632193201,1.0,服务态度不好，加个火也慢，服务员叫也不积极，付钱明明是店子的问题，直接说我手机的问题，反正体验不好，菜的味道也一般，还贵
匿名用户,3.0,不知道是不是周一的缘故，没几桌客人。服务态度好，味道可以，就是金针菇有些甜，都不喜欢吃。孩子说蜜汁鸡翅好吃
nwD217215915,5.0,味道不错，就是贵了点儿!
区域,北京,餐饮类型,烧烤烤串,店铺id,164846295,店铺名称,大话小腰（黄寺大街店）,经度,116.389091,纬度,39.963318
用户,星级,评论
txd642800,5.0,非常好，团的双人餐
zXv590974829,3.0,上菜有点慢 ，不过他家的腰子还是很不错的
春天的味道32,5.0,特别好吃，推荐可以吃
huyzh,5.0,味道很不错，金针菇好吃
oZd550303562,2.0,锡纸金针菇好难吃，应该不会再去了
Joanna1Clindon,2.0,不正宗，肉质一般，有点硬。可能是周末，上菜速度慢
zjq2009163,3.0,挺好的哈哈哈哈哈哈(ಡωಡ)hiahiahia
YPu641742771,4.0,味道不错，黄瓜凉菜味道超赞，羊肉串和小腰都很好吃，推荐大家去尝尝
nXh493787569,3.0,羊肉串不错，总体来说还可以，就是口味偏咸，服务态度好.
匿名用户,4.0,量挺大的，两个人吃的挺饱的
落花坠流水,5.0,很好吃服务也赞👍🏻
匿名用户,1.0,串太小，不实惠，一百块钱不够一人吃
Suxiang0520,5.0,羊肉串好吃！
AaronHolic1106,2.0,菜味道很一般，没什么突出菜品，就是家极其普通的烧烤店
孤独是王king,5.0,好吃
郭公瑾,4.0,烤茄子非常棒，红枝羊肉很好吃。【辣炒花蛤全是空壳ORZ
匿名用户,2.0,很一般吧  不晓得为什么评分这么高……
bxyj707,5.0, #羊肉串# #疙瘩汤# #奥尔良鸡翅# #羊肉筋# #烤面包片#
couteaun,5.0, #望京小腰# #疙瘩汤#
匿名用户,5.0,肉串烤得不错👍，口感佳
WQc576379195,5.0,服务好  口感好  串串很大  味道做的好还干净
匿名用户,5.0,还可以   味道不错  上菜速度也很快  推荐去
匿名用户,5.0,好吃 人气很旺
DDH388439842,5.0,烤串好吃，小龙虾干净，配菜风味一流。环境不错。
艳艳艳60422,1.0,不怎么样，鸡翅味道太一般，腰子还可以，羊肉串也一般
197海,5.0,味道不错，喜欢吃烧烤的朋友可以经常过来。餐厅还算够宽敞，不用等位。烧烤可以选择的种类挺多。价格也还可以。服务生态度也可以。餐厅位置也比较好找。在十字路口处。应该是可以停车，没太注意。就餐环境不是很吵，总体来说还不错。
Lin林小菲,5.0,看完华晨宇的火星演唱会之后，回到酒店附近一起吃烧烤，跟着华晨宇在鸟巢嗨翻全场，晚上也要好好吃饭补一补呀。
龙丶凌,5.0,味道是真的好，我很喜欢吃，就是有些贵hhh
山哥1988,3.0,一般般，不是正宗烧烤味，没有下一次了。
pilgrim2000,3.0,请朋友吃烧烤，50购100的券，挺划算的。现在没了，只有80购100
赵乐红,2.0,烤串的味道还不错，总体来说感觉份量少一些，不够吃，还要单点一些……环境和服务还不错……
斯人如梦88,5.0,羊肉烤串很好吃，其他也不错，用的都是一次性竹签，人很多啊，等了好大一会才上齐。
xEH74359658,3.0,吃的还不错，价格也适中，服务员也热情。
laomiankong,4.0,肉串和小腰真是好吃，还有瓜子磨牙，嘿嘿
我滴个宇啊,3.0,还可以吧，吃着有点淡！希望能更好
_qq6dm1330497415,4.0,味道不错，就是就餐环境一般
匿名用户,4.0,冒蒙来的，还不错没让我们失望。两个人点的美团，没吃了！
PDz649371226,3.0,味道不错，就是羊肉和牛肉串商家分不清
fwa141882466,5.0,不错，值得推荐
匿名用户,3.0,串味道还不错，就是总是会把牛肉和羊肉串弄混
fwa141882466,5.0,可以的，味道很好，服务也好～
slhfue,4.0,装修的像个咖啡厅，土豆不怎么好吃，别的都蛮不错
匿名用户,4.0,"口味很好👍服务热情周到  价格实惠
【环境】有点热闹😊"
FlW27608592,3.0,小腰味道不错，羊肉串比较嫩，凉菜一般。
uAW458650441,5.0,挺好的，味道不错，菜很卫生，干净，特别是几个服务女生很亮丽很可爱，挺好的
hit97620119,5.0,烤串很入味，菜量也足够两个人吃。
匿名用户,3.0,总体感觉还是可以的，价格适中，量还好吧
匿名用户,5.0,非常棒
朱全争萌萌哒,5.0,点的二人套餐，份量相当足，味道绝对好，一个人真心吃不完，第一次一个人吃二人餐吃饱了，好评！
壹直相爱,5.0,一直吃他们家串，真的很棒，服务也很贴心
尚莎拉,3.0,味道一般
老马222222,5.0,性价比很高，而且味道很不错，推荐招牌小腰，掌中宝，还有土豆片
UoT175418632,5.0,特别好吃，已经是第二次来了，望京小腰吃不够
UoT175418632,5.0,好吃、好吃、太好吃了！第三次吃，想天天吃
UoT175418632,5.0,小腰太好吃了，扁豆焖面也特好。
YAD873352890,5.0,环境好，味道也不错👍
wuQ303494636,5.0,价格便宜味道好
wuQ303494636,5.0,味道棒棒的
Nis676918251,5.0,非常棒！
wuQ303494636,5.0,味道很棒，赞赞
EyE854752953,5.0,很有特色一家串店
流浪的人368,5.0,很不错👍值得推荐
laC637433574,5.0,好   便宜好吃
TWd783495044,5.0,
MpZ748556072,5.0,
KxN617819473,5.0,
太阳光139101,5.0,
Qap124387566,4.0,
jiangwankai,5.0,
jiangwankai,5.0,
a8887777,5.0,
Zqx751208,5.0,
GaZ826026379,5.0,
_qq3vm1363486214,5.0,
歪我的饭到了吗,5.0,
EKk424303988,5.0,
xiaotao699,5.0,
AlK442237011,5.0,
GqS228836384,5.0,
Xuh871422668杰子,5.0,
Fyr365491989,4.0,
xuetaoqi,5.0,
匿名用户,4.0,
暗夜波纹,5.0,
爱喝芝华士,5.0,
顾伱安稳,4.0,
OwY702085804,5.0,
songxinxin19,5.0,
dalianchoutuzi,4.0,
爱似灬流星,4.0,
鷒魅,5.0,
bkc688711081,4.0,
UYT189508444,5.0,
朗妹的天空,5.0,
独醉927,5.0,
軍統特務,5.0,
有感领导,4.0,
RBk438406577,4.0,
rmJ293341972,4.0,
S.man__,5.0,
