区域,北京,餐饮类型,火锅,店铺id,264019,店铺名称,东来顺饭庄（三里河店）,经度,116.346527,纬度,39.911789
用户,星级,评论
嘻嘻1019,5.0,吃的特别好，四盘肉，三个人，量比较足，四人餐就得四个人吃，三个人真吃不了。 #牛肉# #上脑牛肉#
yj19720428,5.0,味道不错菜多肉少，刀功好切的好薄啊
匿名用户,3.0,上菜挺快，量足，缺点是明明写着提供无线却以手机连不上为理由拒绝提供密码。
匿名用户,3.0,就餐环境很一般，服务态度一点都不好，还好味道还行。
oGE359062610,1.0,服务差，菜量太少
an251144604,4.0,每年特意跑北京吃东来顺，涮肉，我只服东来顺。。。
loc198585576,3.0,老门店，味道还行，套餐实惠，环境也还行。
李1573252,5.0,味道还不错，环境也可以，还是值得推荐的。
留开心,5.0,服务很好，四个很吃的很好，！？
匿名用户,5.0,服务有待于提高，套餐超值。味道也还可以。
优雅悦枫,2.0,服务态度差，吃的一般
EBl296995125,5.0,菜品很好，服务态度也非常不错。很好
hDs425511691,5.0,味道不错，羊肉味没那么大，吃的多的话四人餐够三人吃
匿名用户,5.0,挺好的，味道很好，就是服务稍微差点劲儿
iko605431603,3.0,还可以吧，服务一般般，去早了还得等着，菜品一般化，没太好感觉
匿名用户,5.0,味道超级棒！ 服务态度也很好👍
a165322478,3.0,要提前预约否则不能使用，超过中午1点半不能使用。呵呵为吃一顿我跑了三趟也是醉了。还有一次爸妈大老远从老家过来刚到我说去吃结果不行，那时候刚刚一点半，态度也不好，气得我们掉头就走爸妈呆的时间短也就再没时间过来了，想想挺难过的。非常不愉快的回忆。
waterkaoyan2009,3.0,老品牌很不错，量够，两个人没吃完
匿名用户,5.0,量足，味道好！团购四人餐，三个人吃了一半多，打包带回来了。
玩物丧饭,5.0,超值啊，东来顺的服务很好，口味很好，三个人吃基本吃完，量足味道好
raulycy,4.0,没有想象中的好，可以尝试吧，加油继续努力
殷转晴,5.0,环境不错，人也不是很多，可以常去
团依拜尚曦,5.0,好吃不贵，特别是面条，小宝宝都很爱吃。谢谢东来顺，棒棒的！
LUB5118337,5.0,不错，带爸爸妈妈去吃的，爸爸喜欢
iVN34118546,4.0,都很不错。。。。就是这大冬天的屋里太热。。。。
geZ332685897,5.0,味道很好，服务很周到，价格实惠，肉质鲜嫩，下次还会去吃
dKj381645373,5.0,老字号涮肉就是好吃，团卷实惠，因为离家近天气冷了，会经常光顾的！
qVF583913287,5.0,服务员态度很好。要了鸳鸯锅，一段时间后都变辣了，有个朋友不吃辣，告诉服务员后，马上给换锅了。
PxV524517755,2.0,立秋带父母去的三里河店，从始至终就有四拨客人还都是团购的。感觉肉质很普通，肥牛还不错其他都很一般，最终开发票才得知是东来顺的加盟店而已。觉得根本不值，不会再去了。服务意识还不错。对了，单点居然没有羊尾油，很失望。
随风615875077,5.0,菜还不错，服务还可以。----
jesson008888,4.0,价格很合理……物超所值…~下次还会去~
UIG15786917,5.0,不错，已经去吃过三次了。要提前打电话！
戚戚戚_KT,5.0,2个女生吃有点多，味道非常好，上菜也快
香飘飘0001,1.0,很一般，味道还不如一般的火锅店
秋兮玄月,5.0,老城区，环境还不错，就是我们选了拐角的地方，空调吹不到，有点热。口味棒棒哒，两个人吃不完啊～
WgT843426154,5.0,服务周到，环境超好，非常满意，
陈楚飞,4.0,第一次吃东来顺，比想象的差不少，小料不去呷哺香呢，还特咸，四人套餐没吃完，量还可以，单点了一瓶可乐一份小料23，和味道比贵了
夏夜荷月,4.0,环境不错，口味还行，套餐量比较足，四个人没吃完。小料都是麻酱的不能换。
HbC715598573,5.0,量好足，我们四个大人一个小孩都没吃完，特别实惠！比去店里划算多了！
NAU951767414,5.0,非常喜欢这个套餐。每次馋了都会光顾。
匿名用户,5.0,位置很好找，服务态度也很好，菜量真的超级大，两个人吃不完 #羊上脑# #羊肉# #牛肉#
wkV293605760,5.0,去的有点晚了，感觉服务一般，环境可以，毕竟是老北京。口味的话也是一般。但是没去过的可以去一下。
亲我买东西哦,5.0,好评，环境很好，味道不错，两个人吃刚刚好
吕晓兔520,5.0,经常来这家吃，感觉挺好的，很平淡不油腻，很健康，味道不错的。这个团购比较划算，之前来吃两个人一般都两百出头的花费。
iom47154122,5.0,去的时候人不是很多，上菜很快，菜量也很足，味道不错，很实惠~
石凤才,5.0,还是不错的，份量足，四个人吃应该是够了，他们的调料也是事先配好的
牟小海,1.0,一般   没有鸳鸯锅了 人太多
JjL130095965,4.0,雪域肥羊很嫰，精品肥牛肥瘦合适，主要是炭火锅，吃的香不用排队，服务态度好，菜量足，外面炎炎烈日，里面清风凉爽。下次再来。
lulu137536,5.0,味道很好，量也够大，下次还会再来。
kerifei,5.0,老北京火锅确实不错，团购很实惠，单点太贵了！
Qgd804770742,4.0,也就是个牌子，味道一般。价钱合适。
匿名用户,5.0,不错，菜品质量不错！跟朋友们一起过来的
gsq205,3.0,说实话，真的一般，性价比太低，口味不如呷哺
Edison偶像,5.0,味道可以，份量也行，服务的很周到.下次还会再来.
wangxiaodan00,5.0,味道不错，观景也可以，就是服务员太少了
fVh263435407,4.0,真材实料，吃的不错，下次还会光顾
匿名用户,4.0,肉不错，配菜不少，是老北京涮肉的铜锅，环境一般。
swimming_m,5.0,这个不错，味道很好，就是觉得豆腐好多，吃不掉的感觉，酱料味道很浓，，团购的话不错。
桑塔纳2000块,1.0,这家感觉不太真宗一样 不大好吃
xiaozi12333,4.0,环境很好，我们去的早，人不多，2个人吃不完，味道没有想象中好，但还可以
Khf65242271,1.0,味道不怎么样，可能是因为团购的原因，服务态度差，餐前都没有上茶水，吃完麻酱(不是芝麻酱，不知道是什么，味道怪怪的)后，有点干，想喝水，既然说没有白开水，只有矿泉水，五块钱一瓶，真是受不了了，其他地方吃饭别人都会先上水了，而且在吃火锅的过程中，锅里快干了，都没人加水
ZIs680247994,5.0,店家服务态度很好，下次来京还在你家吃
小楠楠1990,5.0,不错。很好吃哦 推荐大家品尝 强烈推荐 欢迎品尝
匿名用户,1.0,地方小，服务员少，服务不到位！
匿名用户,5.0,相比其他家来说价格划算，味道也喜欢。
匿名用户,1.0,差评！鸳鸯锅就是两壶白开水！还要38！真黑！坏了东来顺的名声！  那些好评都特么是拖吧， 各位真的不能上当受骗！这家东来顺真不行，去紫竹桥那边或者金源的东来顺比这家强100倍！
Ffm587901492,5.0,比呼伦贝尔羊肉差远了，调料一般，没传说中的好吃，可能老字号都这样吧
XCx124891207,5.0,味道真的不错 很地道 下次来北京还会去吃东来顺火锅 太好吃了
aUn368791354,1.0,太难吃了，实在太难吃了，不如麻辣烫
IWU766200157,5.0,在北京唯一吃得饱的地。          比什么什么好吃
。38340,2.0,味道一般，服务态度不行，醋和开水都说没有，服务态度差
CjJ105479391,4.0,服务挺好，但火锅味道没有我们那里好
dooooooooml,3.0,菜量不少，东来顺只剩牌子了，其他已与普通火锅无异
逆世界黑咪,4.0,好评！各方面还是不错，如果服务员给客人倒点水和给火锅添点汤时能主动热情点就更好了！
JKW57051962,4.0,服务还行，环境吗比较一般，就在一个台子上
印象9562,5.0,超值，两个人吃不完，建议三到四人四人吃。
RuioooOOO666,5.0,挺好的 我喜欢，性价比高，双人套餐超值
yjy2mm,5.0,满分，2个人带孩子去吃，吃的很饱，都没有吃完
xiaoqian1012,5.0,火锅非常好，服务也很好，份量足，好评
fxq756646472,4.0,为了请朋友吃饭团的，还不错，四人份的量很足，四个人没吃完，味道很好，就是屋里桌椅摆的太密，吃饭的时候人多起来觉得热
牧笛千百度,5.0,味道不错，环境好，特别是羊肉比较嫩，下次再来
gZS256336019,5.0,物美价廉，值得去品尝，有机会还会去
haikuotiankong16,2.0,吃的我们一家人都拉肚子，最糟糕的一次团购
匿名用户,2.0,菜量不是一般的少 丸子还不到一盘
lilyb,4.0,不吃辣，味道有点清淡，清水涮肉，肉不错
xsG695713294,3.0,感觉还可以，本来觉的不够吃，可是最后比较饱
雨落•凡尘,3.0,味道还可以吧，分量也还行，唯一不好的就是蘸料不是太好吃！
hPS648164561,4.0,味道不错啊，我觉的菜量很是很大的，够三四个人吃的
lilianzh88,5.0,很不错！推荐！女儿和父母都很喜欢！
tgR302506646,5.0,东西超级实惠，比想象中的好太多了，强烈推荐给大家！！下次去北京还来这里！！！
好猫哥,5.0,套餐很实惠，其他家没有这么优惠，东来顺敷
匿名用户,4.0,整体感觉不错，环境非常好哦！！
wangzhejmx,5.0,非常好，菜品非常好吃，不用排队，服务到位。
匿名用户,3.0,菜口味不错，环境一般般。服务态度不是很好。
铁老大746,2.0,菜品很好。服务态度不好。特别冷的服务，就跟一个木头人一样。对顾客额的要求，没有，正面回答，还有就是给空调的调整，顾客调整以后他要调整回来，对他自己有合适也行，他老一个人发呆，空调前面吹空调。不像专业的服务人员。#特制羊上脑##雪域肥羊#
Cvl281503608,5.0,服务员的态度很好，没有任何歧视。
熊猫大无限,5.0,没什么好说的，东来顺，就是本地招牌
会呼吸的痛5210,5.0,菜好吃，肉更好吃！不用排队。服务周到！
逗号，904,4.0,味道不错，分量也很足，推荐大家去
majing2001,3.0,一般般啦，没有想象当中那么好吃。
wo总在笑,4.0,比较清淡，适合大众口味，口味重的佐料多加点。汤特别清，看图。
oMO159828529,3.0,菜还可以，口味不错还会去呵呵。
幸运树ZL,3.0,味道比较正宗，环境一般，服务员服务还可以
jNe990758961,4.0,不错、特别是二楼的姑娘们服务好
匿名用户,1.0,慕名而来，结果很失望，太一般了
Lua989084558,3.0,服务挺好，环境也挺好，名不虚传
nrR861857571,3.0,味道很好，值得推荐，就是环境稍微差点，服务有带加强啊。
JWr433519515,5.0,服务非常满意，口味十足肉非常的嫩
TEb935284364,3.0,份量好像比原来多？这次没有加菜
徐仁杰12138,5.0,很好的吃的，分量很大，六个人吃的，很足够了
eva0510,3.0,羊肉好吃，单点价格偏贵！去了没有鸳鸯锅，单吃清汤太腻。菜量不小，三大一小没吃完
NRU380665895,3.0,味道不错，就是有点咸，不辣，服务态度还行
RLN391970667,4.0,我和儿子美团上选的二人餐128元的，菜量有点大，没吃完，菜也很新鲜讲究，果然名不虚传。建议二人自点，三人吃128套餐比较合适。
lzq544726816,2.0,羊肉不错，就是量太少了，又加了一盘，还是没吃够
CjT458747199,5.0,超级划算。品牌老字号确实不错，特地去品尝😍😍
fzw80,3.0,味道还可以过来，吃饭的人比较多，毕竟是老字号。
胡军11111,5.0,非常好，一次又一次的非常好下次一定去，，
Ybe15610896369,1.0,服务不周到，态度不好，口味一般
iTQ223726005,4.0,环境不错，服务员态度很好，地理位置也好找.
淡蓝色的夜空780,5.0,好吃，而且服务很不错，值得再去！
紫苑WZX,3.0,味道不错，服务也好，不愧十老字号
BQB56098360,2.0,来北京玩，想吃正宗的东来顺，觉得还不如当地的好吃，羊肉片很薄，鱼丸虾丸蟹棒都没吃
zz6301,4.0,没有期待的好吃，可能是期望太高
笑笑鹿,4.0,口味不错，订餐方便人比较少，上菜快满意！
cindyzhang123,4.0,羊肉正宗，环境很好 ，以后还会去的，赞一个
匿名用户,4.0,除了环境，其他均不错。价廉物美。
平淡面对122,4.0,好吃味道地道， 下次去北京还会去！团购便宜菜品新鲜
薛中宏,5.0,老顾客，一直在这吃，没有其他话讲
匿名用户,4.0,一般吧，没有想象中的好吃，就是个名吧
