店铺名称,店铺id
福缘居酒楼,l8uNm5kgLP4n6eLq
userName,userID,startShop,describeShop,loveFood,pinglunTime,pinglun
大夏夏。,http://www.dianping.com/member/105129479,50,口味：5.0 环境：5.0 服务：5.0 性价比：5.0,,2020-12-28 22:07,看到小红书上面很多人推荐就来了，每个菜都好吃呀。最主要和闺蜜一起来吃超级开心「脆皮大肠」我很喜欢吃肥肠，这个感觉挺特别的「醉虾」超级好评，所有人都喜欢，虾还在跳「葱油蛏子」挺大挺嫩的，很香「八宝油条」看到推荐后加的菜，还不错「葱油鸡」排名第一，但是我觉得一般这个「蒸米糕」闺蜜很喜欢，点了这个就没有要米饭了「东坡肉(块)」这个可以吃吃，分量也不多，不腻	
咩咩咩_,http://www.dianping.com/member/27767458,45,口味：5.0 环境：4.0 服务：3.5 性价比：4.5 人均：120元,,2020-12-28   更新于2020-12-29 00:05,来杭州还是要多吃吃杭帮菜的。这家应该是很local的餐厅了。没打电话过去排队的人还是蛮多的。服务员说拼桌的话就有位置不然就要等了，在好吃的面前当然不能再等下去了！拼桌～遗憾的是没吃到糖醋里脊，其他的都是按照平时的口味点的，没有任何踩雷的菜。都很好吃！油淋鸡最棒！其他的都蛮好吃的也都是必点的单品。	
馋捞配,http://www.dianping.com/member/64406,50,口味：5.0 环境：4.0 服务：4.0 性价比：5.0,,2020-12-28 19:25,对杭州菜有了新的认识，好好吃的一家店。又有醉蟹，又有脆皮大肠，都是我的最爱，所以坚持走了30分钟，来到了这里。最后四个人点了五个菜，吃了醉蟹，嘴巴鲜的吃什么都没有了味道。脆皮大肠一定要趁热吃，香香脆脆，唇齿留香。还有马蹄芦笋，清脆爽口，有甘甜味。春笋咸菜步鱼的鲜完全替代了之前吃的醉蟹的鲜，慢慢的嘴里就布满了鲜味。这时候必须吃两口饭。反而油淋鸡有点逊色了，完全被其他几个菜盖过去了。所以总体来说，这顿晚饭很完美。准备再吃过甜品。	
Linda,http://www.dianping.com/member/1241321557,25,口味：2.5 环境：2.5 服务：0.5 性价比：2.5,,2020-12-28 13:01,大排档的感觉，因为修地铁不好找，接电话的服务员是我此生见过最恶劣的语气	
蹲着喝椰汁,http://www.dianping.com/member/145671033,25,口味：2.5 环境：2.5 服务：3.0 性价比：2.5 人均：100元,喜欢的菜： 油淋鸡,2020-12-28 12:02,上必吃榜着实有点夸张了吧周一十一点半到的，直接进，看了半天主动挑了两人位坐的，建议人少的不要挑靠窗这块角落，有好几个地漏，味道有点重。「油淋鸡」点的所有菜里我觉得就它还行了；「酱鸭」（嫩鸭，没点老鸭）不好吃不推荐，还不如面馆的酱鸭；「肉丝拌川」小份分量足；「干炸臭豆腐」黑色的酱配着好吃；「蛋黄南瓜」有点腥；「葱油蛏子」蛏子肉很大；「糖醋里脊」图它便宜，十块钱。给我感觉是踩雷了！特意跑一趟来吃的不推荐哦	
jasmine_毛毛,http://www.dianping.com/member/2451530,45,口味：4.5 环境：4.0 服务：4.0 性价比：4.5,,2020-12-28 11:58,心心念念的脆皮大肠终于终于吃到了。3个女人点了8个菜，接受了往来食客的注目礼。我从来没吃过大肠。这波纯属被小伙伴安利来的。没有一点异味，外层烤得很脆里面厚实绵软。确实很好吃，总觉得像在吃烤鸭。就是75米的价格小贵。印象深刻的还有醉虾的卤真的很好吃。蛏子很肥美。	
小贾玲,http://www.dianping.com/member/57187866,35,口味：3.5 环境：4.0 服务：3.5 性价比：3.5,,2020-12-28 10:16,很久没来吃了…四个大人一个小朋友吃了五百多，点的都是油炸货…带鱼非常普通…甚至有点难吃…大肠感觉也没以前好吃…全场最佳杭州卷鸡！香油味太浓烈了！爱了！双脆也非常普通…里园吃多了没啥好奇心…油淋鸡也是不好吃了…	
热心市民小施,http://www.dianping.com/member/42525056,45,口味：4.5 环境：4.0 服务：4.0 性价比：4.0,,2020-12-28 07:53,到河坊街看中医午饭时间一搜点评发现大名鼎鼎的福缘居就在附近即刻就出发工作日中午竟然也要排队生意真的是火爆「脆皮大肠」每桌必点的招牌菜一小碗特配的蘸料又香又糯一切都是刚刚好「西湖牛肉羹」料很足味道不错刚好可以解腻「钱江肉丝」真的都是很传统的杭帮菜满满的肉丝调味刚刚好不过里面有姜粒个人不是非常吃的习惯「八宝酱丁」超级下饭！！！太好吃啦「酱油炒饭」万万没想到最后竟然被炒饭惊艳到为了炒饭都还想再来一次的那种一整份全部干完两个人能点的菜有限还有好多招牌菜没有打卡留着下次再来了	
dpuser_0549214562,http://www.dianping.com/member/851902411,35,口味：4.5 环境：4.0 服务：3.5 性价比：3.5,,2020-12-28 00:12,在杭州出差，想吃杭帮菜就找来了这家店，周日中午十一点到的没有等位，但是12点吃完出来门口等位的人就很多了，而且这家好像是要人齐了才能进，所以想去要合理安排时间哦[薄荷]环境:牌子平平无奇很不起眼，屋内装潢也中规中矩，但是感觉卫生条件一般般，用过的碗筷直接倒在干净碗筷旁边的一个筐子里，虽然干净碗筷有塑料包装，但是强迫症还是有点...[服务铃]服务:上菜很快，点菜要自己看菜单手写，喝水要自己去门口接，服务员只负责上个菜「脆皮大肠」这个很惊艳！外皮是脆脆又有嚼劲的，里面是肥肠，外面的皮会中和掉肥肠的腻，我和小伙伴都快吃完一盘了「干炸臭豆腐」是真的有点臭，里面豆腐很嫩，但是蘸料一般有点咸，干吃也一般，所以不太推荐「油淋鸡」鸡肉很嫩，但是皮有点脆，虽然是油淋，但是不腻，可以尝试「西湖牛肉羹」里面料还蛮足的，还有莼菜！感觉是比较正宗的西湖牛肉羹了两个人吃饭没有点「醉虾」，但是看旁边点击率很高，旁边一桌打开盖子说看见神经还在跳...瞬间就不敢吃了	
爱吃的打工人,http://www.dianping.com/member/141674765,30,口味：3.5 环境：2.5 服务：2.5 性价比：0.5 人均：60元,喜欢的菜： 蛋黄南瓜,2020-12-27 18:21,附近在修路，如果坐地铁要绕路很远，建议直接打车过去，我们4.50到的前面已经有10桌在等位，果断决定拼桌进去吃「蛋黄南瓜」这个味道不错的，推荐试下，很香很脆，性价比很高「脆皮大肠」这个招牌菜很一般！跟普通的大肠差不多，外面炸了一下感觉也不脆，可能有些老了，而且大肠很贵性价比很低还好没排队，这点味道和价钱不值得	
jinseshuiluo,http://www.dianping.com/member/4634472,45,口味：4.5 环境：4.5 服务：4.5 性价比：4.5,,2020-12-27 17:33,#大肠#好吃，选材肥美，表皮酥脆，搭配红烧酱汁，可以！排得上杭州大肠Top3#醉虾#老公喜欢，我喜欢金仲帮的口感，这个偏甜和浓稠，虾很新鲜#酱爆茄子#18块钱，还有肉，这性价比还有谁。看的出这家也可以日常当便餐吃，丰俭由人。	
M_K,http://www.dianping.com/member/1652778624,50,口味：5.0 环境：5.0 服务：5.0 性价比：5.0,,2020-12-27 17:28,[服务铃]服务：人不齐，不接待用餐，服务员也是爱理不理的[薄荷]环境：店铺比较小，装修有点老「脆皮大肠」刚炸出来，酥脆好吃「油淋鸡」鸡的品质一般，味道可以「醉虾」虾不大，不过每只虾都在跳，味道调得很好「西湖醋鱼(鲈鱼)」很新鲜！味道酸酸甜甜很好吃「东坡肉(块)」虽然看上去肥肉很多但是不腻很好吃「干锅包心菜」中规中矩总得来说！！下次会再去！！	
dpuser_4408887581,http://www.dianping.com/member/1388396894,45,口味：3.5 环境：3.5 服务：3.5 性价比：3.5,,2020-12-27 17:01,口味还行，我是北方人有点吃不惯。脆皮大肠不推荐不脆还贵，排队时间长！！！！	
撑么还行,http://www.dianping.com/member/1455504200,25,口味：2.5 环境：1.5 服务：3.5 性价比：2.5 人均：120元,喜欢的菜： 醉虾,2020-12-27 14:39,人巨多，跟两波人拼了一个大圆桌。来杭州的朋友点名要吃的，脆皮大肠真的很好吃，推荐。西湖醋鱼好像所有杭帮菜馆都做的一样，一样难吃。油淋鸡是看了评价点的，还可以不好不坏吧，可以尝尝，其他菜没拍菜价偏贵	
看到请假装不认识我,http://www.dianping.com/member/1205477809,45,口味：4.5 环境：3.5 服务：3.5 性价比：4.0,喜欢的菜： 油淋鸡 脆皮大肠,2020-12-27 12:59,「脆皮大肠」虽说猪下水难登大雅之堂且往往是普通劳动人民的专属，不过关于猪大肠的名菜倒是不少，溜肥肠莆田套肠脆皮大肠还有一直想吃没吃到的九wyyqk大肠，国人对猪大肠果然爱得深刻回归这道菜本身，大肠的卤料咸香微辣，没有油脂的部分酥酥脆脆吃起来很像薯片。冷吃腻味，味道大不如前「油淋鸡」我心中的top1兼具烤鸡的酥香和白切鸡的鲜嫩。通过将热烧油慢慢淋在鸡皮表面，达到了外酥里嫩的效果：鸡皮部分薄如蝉翼，内里的鸡肉则稍带血水。油淋的妙处在于把葱花淋透淋香，更好的激发了香葱风味，使之与酱汁相辅相成，合二为一「皮儿荤素」木耳青菜猪皮肉丸子一起炒，比较清淡的一道菜[薄荷]环境:位置比较偏僻，位子多为四人桌，还有几个包厢	
南剑心,http://www.dianping.com/member/17562723,40,口味：4.0 环境：4.0 服务：5.0 性价比：4.5,,2020-12-27 12:02,拔草福缘居。门店不起眼，人气很旺。「脆皮大肠」必点菜品，但是我这份肥肠部分很少，很多表皮那种，有点腻的。「油淋鸡」表面有点酥，内里又很嫩，味道真的超赞。而且量也很可以。强烈推荐。「酱爆茄子」茄子有点老啊，严重影响口感，这个算是雷了。	
44夏尔,http://www.dianping.com/member/120872518,40,口味：4.5 环境：3.5 服务：3.5 性价比：4.0 人均：100元,喜欢的菜： 脆皮大肠 油淋鸡,2020-12-27 10:34,这边最大的亮点应该就是菜好吃了！但是服务一般吧，不过也有可能因为太忙了吧。大肠巨好吃，本来点了一盘后面又追加了一盘！太棒了吧！特别喜欢他脆脆的口感！「油淋鸡」这个鸡也很香吃起来太棒了！下饭巨赞！钱江肉丝很嫩！厨房师傅真的很厉害！	
甄水无馨,http://www.dianping.com/member/18479722,40,口味：4.0 环境：4.0 服务：4.0 性价比：4.0,,2020-12-27 09:11,在收藏夹很久的店铺，某天晚上过来，等了还挺久的，要人到齐才能进，位置很小，基本过一会就要让一下服务员，还好点的菜也不多，大肠量不多，味道也没有那么惊艳，挺普通的。油淋鸡味道还行，但是鸡肉有点柴，芦笋还行，清口，不过量也不多，臭豆腐也是一般，感觉是家游客店……	
匿名用户,匿名用户,40,口味：4.0 环境：3.5 服务：4.0 性价比：3.5,,2020-12-27 02:59,河坊街在造地铁，门口没啥地方可站，掐着饭点过去远看以为没人，结果推开门里面人头攒动，生意真的火爆，大众点评推荐不是吹的。菜色都非常老底子，招牌几只菜稍微偏贵，其他大部分家常小炒下饭菜其实价格还好，只不过新客来打卡免不了都要点那几只招牌，这么一来人均确实要一百出头。脆皮大肠肥而不腻毫无异味，还不错，醉虾有点辣，但很新鲜，刚端上来都还在动，炸响铃有点一般，感觉是炸的时间太短没炸透，不够酥脆。基本上算是一家很家常的店，只是被鼓吹地有点过头了免不了有些心理落差，看旁边几桌的油淋鸡卤鸭儿瓦块鱼卖相都很不错，只要不是抱着排队打卡的心态来吃，还是挺不错的。	
想想了了Catherine,http://www.dianping.com/member/53027313,45,口味：4.5 环境：3.5 服务：4.0 性价比：4.0 人均：100元,喜欢的菜： 脆皮大肠 醉虾 马蹄芦笋 石斛汁,2020-12-26 20:49,打卡必吃榜，门店附近在修路，走着走着差点错过，还好最终找到，取号后排队等了半小时左右终于进到大堂，脆皮肥肠味道还不错，就是炸得有点过，醉虾很好吃很推荐，清炒芦笋很清口，石斛汁尝试了一下，还不错，清清淡淡的，喜欢淡口味的可以尝试～还是很不错的，来杭州可以尝试。	
出来混吧_n8i,http://www.dianping.com/member/26631862,15,口味：1.5 环境：1.5 服务：1.5 性价比：1.5,,2020-12-26 20:06,量太少，干炸带鱼有味，怎么会这么多人？	
小蜜蜂,http://www.dianping.com/member/791894,40,口味：4.5 环境：3.5 服务：4.0 性价比：4.0,喜欢的菜： 脆皮大肠 蛋黄南瓜,2020-12-26 19:02,脆皮大肠完胜德明，蛋黄南瓜同样好吃得不得了。这两道菜实在太赞。油炸臭豆腐一般般。生意太好了，4点30来吃晚饭也只能拼桌，不过不用等，晚点就该长队了。油淋鸡挺特别，融合香酥鸡葱油鸡白切鸡的长处，口感外酥内嫩，也有葱油香，就是感觉调味还有提升空间，所以更喜欢无懈可击的脆皮大肠和蛋黄南瓜。环境一般般，外施工内拥挤，否则可以多打一颗星。	
itokatsu,http://www.dianping.com/member/860031112,45,口味：4.5 环境：4.5 服务：4.5 性价比：5.0 人均：60元,喜欢的菜： 脆皮大肠 油淋鸡 糖醋里脊 家常豆腐,2020-12-26 18:31,[薄荷]环境：人很多每次都是来拼大圆桌的「脆皮大肠」我不爱吃大肠的人都会吃上几口大肠里面清理的很干净「油淋鸡」皮很脆很嫩「蛋黄南瓜」好吃是好吃的就是油了点「家常豆腐」皮不够脆「糖醋里脊」「片儿川」无功无过啦性价比很高就是了是平时那种不想做饭出来吃吃的小馆子	
熬夜使人头秃哦,http://www.dianping.com/member/2161657970,45,口味：4.5 环境：4.5 服务：4.5 性价比：4.5,,2020-12-26 16:40,这个十二月很开心，约上好朋友来一场说走就走的旅行，这家是点评上找的一家评分很高的店铺，我们中午十一点多去人还是蛮多的，需要等位置，不过不介意拼桌可以立刻安排的，从等位到上餐也很快差不多半小时，我们三个人点了七个菜是真的吃不完其实有点浪费菜品蛋黄南瓜真的绝了我们三个都很爱，臭豆腐稍微有点咸了，看很多评论说大肠比油淋鸡好吃，但是我们三个统一觉得油淋鸡更胜一筹，大肠对我不太能吃油腻的女生来说太油腻了，其他都还不错，建议其他小姐妹去少点一点肉菜不然会像我们一样吃到最后很腻是一家去杭州会再打卡的店～	
